Investigator,Lena and Yossi,Time (s),Electrode,Amplitude (mV)
,,00359.900480,C5_32,0.037
,,00359.914880,C5_13,0.042
,,00359.924640,C5_13,0.037
,,00359.957520,C5_32,0.032
,,00359.960880,C5_33,0.034
,,00359.962560,C5_32,0.033
,,00359.964960,C5_32,0.033
,,00359.967760,B6_23,0.051
,,00359.983520,C5_32,0.031
,,00359.985360,C5_43,0.031
,,00360.014960,A2_44,0.056
,,00360.068560,B2_32,0.035
,,00360.088800,C5_43,0.037
,,00360.140880,A4_33,0.051
,,00360.161120,A4_33,0.061
,,00360.182640,D4_23,0.029
,,00360.183200,A4_33,0.048
,,00360.194560,C5_24,0.041
,,00360.254880,B3_22,0.15
,,00360.321680,A4_23,0.051
,,00360.343200,A2_44,0.06
,,00360.355840,B3_22,0.137
,,00360.364960,B3_42,0.058
,,00360.372880,B3_22,0.127
,,00360.436880,B6_23,0.054
,,00360.439120,B3_22,0.124
,,00360.454880,A4_33,0.111
,,00360.457360,A4_33,0.034
,,00360.472080,B3_22,0.121
,,00360.481360,B3_22,0.094
,,00360.513840,A4_33,0.083
,,00360.548880,B2_32,0.036
,,00360.569040,A4_33,0.071
,,00360.621920,A4_41,0.018
,,00360.636080,A4_33,0.083
,,00360.658000,B3_22,0.12
,,00360.661360,B3_22,0.035
,,00360.697360,A4_33,0.039
,,00360.713280,A4_33,0.053
,,00360.802640,A4_33,0.037
,,00360.808800,B3_22,0.125
,,00360.818080,A2_44,0.059
,,00360.856160,A4_33,0.04
,,00360.866480,B6_41,0.023
,,00360.889440,B3_42,0.051
,,00360.890240,B3_22,0.128
,,00360.950880,A4_41,0.021
,,00360.959840,B3_22,0.117
,,00360.962880,A4_41,0.022
,,00360.967600,A4_33,0.039
,,00360.969040,A2_44,0.063
,,00361.008480,A4_33,0.073
,,00361.020000,B3_22,0.122
,,00361.032720,C3_24,0.358
,,00361.035120,C3_24,0.023
,,00361.056640,C3_43,0.028
,,00361.059680,C3_12,0.125
,,00361.063920,B6_23,0.062
,,00361.068560,C3_43,0.071
,,00361.075360,A4_41,0.022
,,00361.075520,C3_24,0.352
,,00361.078160,C3_24,0.028
,,00361.087680,C3_14,0.054
,,00361.089360,C3_24,0.289
,,00361.091920,C3_24,0.031
,,00361.101040,C3_22,0.289
,,00361.103280,C3_22,0.03
,,00361.109360,A4_33,0.041
,,00361.120160,A4_41,0.017
,,00361.120880,B3_42,0.056
,,00361.124000,C3_14,0.066
,,00361.138160,C3_22,0.255
,,00361.140560,C3_22,0.019
,,00361.166240,A4_41,0.017
,,00361.182160,C3_22,0.17
,,00361.192640,A4_41,0.019
,,00361.217120,C3_13,0.042
,,00361.245200,A5_24,0.08
,,00361.255680,C3_13,0.043
,,00361.342400,B6_23,0.059
,,00361.365680,B2_32,0.036
,,00361.374240,A2_44,0.065
,,00361.464480,B3_22,0.125
,,00361.554560,B2_32,0.031
,,00361.702560,A2_44,0.072
,,00361.775760,B2_32,0.04
,,00361.805600,A1_43,0.061
,,00361.911040,B6_23,0.05
,,00361.977200,A5_24,0.078
,,00362.050320,B2_22,0.042
,,00362.061920,B2_32,0.039
,,00362.083120,B2_32,0.035
,,00362.083680,B2_31,0.066
,,00362.091440,A2_44,0.05
,,00362.110000,B2_31,0.065
,,00362.125120,B2_34,0.057
,,00362.128960,B2_32,0.028
,,00362.131440,B2_32,0.029
,,00362.141680,C1_24,0.042
,,00362.181120,B6_23,0.061
,,00362.201440,B2_32,0.033
,,00362.243120,A2_44,0.064
,,00362.263440,B2_32,0.034
,,00362.312960,D2_34,0.066
,,00362.333840,D2_21,0.073
,,00362.344640,D2_21,0.046
,,00362.359680,D2_31,0.033
,,00362.377280,D2_21,0.11
,,00362.382320,D2_21,0.071
,,00362.406720,D2_21,0.043
,,00362.457760,A2_44,0.062
,,00362.519200,A5_43,0.027
,,00362.519680,B3_44,0.06
,,00362.525760,A5_13,0.068
,,00362.533840,A5_13,0.055
,,00362.539440,D2_34,0.068
,,00362.561840,A5_13,0.075
,,00362.601200,A5_43,0.033
,,00362.629440,A5_43,0.029
,,00362.662560,B6_23,0.056
,,00362.739760,B6_23,0.05
,,00362.831360,A2_44,0.067
,,00362.869840,A2_44,0.044
,,00362.875440,A1_43,0.056
,,00362.890240,A2_44,0.102
,,00362.923760,A2_44,0.03
,,00362.977680,A2_44,0.06
,,00362.988400,A2_44,0.054
,,00363.182160,B6_23,0.061
,,00363.224080,B2_32,0.035
,,00363.522080,D3_24,0.045
,,00363.522640,B6_23,0.049
,,00363.550320,D3_41,0.012
,,00363.552640,D3_24,0.038
,,00363.568080,D3_24,0.035
,,00363.599280,A6_24,0.037
,,00363.614640,A2_44,0.065
,,00363.730160,B3_42,0.045
,,00363.735840,A1_43,0.065
,,00363.774720,A1_43,0.057
,,00363.871040,C3_12,0.053
,,00363.888240,C3_43,0.088
,,00363.891760,C3_43,0.073
,,00363.895200,C3_43,0.044
,,00363.897840,C3_13,0.028
,,00363.904800,C3_24,0.063
,,00363.910240,C3_24,0.359
,,00363.912800,C3_24,0.027
,,00363.915520,C3_24,0.043
,,00363.919920,C3_12,0.135
,,00363.936000,C3_24,0.355
,,00363.938480,C3_24,0.029
,,00363.939200,A2_44,0.059
,,00363.942240,C3_24,0.03
,,00363.946080,C3_22,0.278
,,00363.948560,C3_22,0.023
,,00363.950640,C3_24,0.321
,,00363.953200,C3_24,0.029
,,00363.959360,C3_13,0.039
,,00363.965120,B6_23,0.051
,,00363.966480,C3_12,0.133
,,00363.977760,B6_23,0.044
,,00364.017600,C3_22,0.281
,,00364.019680,C3_14,0.064
,,00364.020160,C3_22,0.027
,,00364.027360,B3_44,0.065
,,00364.140000,C3_22,0.244
,,00364.142320,C3_22,0.029
,,00364.226560,A2_44,0.06
,,00364.294720,C3_22,0.243
,,00364.297120,C3_22,0.029
,,00364.340320,B3_42,0.049
,,00364.362720,B3_22,0.166
,,00364.379680,B3_22,0.133
,,00364.383120,B3_22,0.046
,,00364.384800,B3_32,0.059
,,00364.387680,B3_22,0.041
,,00364.393600,B3_32,0.055
,,00364.414080,B3_32,0.025
,,00364.416320,B3_22,0.136
,,00364.424160,B3_22,0.148
,,00364.450000,A2_44,0.056
,,00364.454640,B3_22,0.138
,,00364.547120,D1_42,0.03
,,00364.595440,D1_42,0.04
,,00364.657040,B6_23,0.055
,,00364.678000,B6_23,0.048
,,00364.711600,D1_42,0.04
,,00364.746000,A2_44,0.061
,,00364.784720,B3_42,0.034
,,00365.033200,B2_32,0.029
,,00365.035520,A2_44,0.058
,,00365.109440,D2_21,0.092
,,00365.112160,D2_21,0.047
,,00365.188640,C6_34,0.054
,,00365.209280,C6_22,0.051
,,00365.222000,C6_41,0.03
,,00365.233040,D2_34,0.073
,,00365.234400,C6_34,0.078
,,00365.241280,B6_23,0.05
,,00365.242080,C6_41,0.017
,,00365.246000,C6_41,0.019
,,00365.259440,C6_41,0.012
,,00365.265840,C6_41,0.019
,,00365.292240,C6_22,0.026
,,00365.293280,C6_41,0.015
,,00365.299760,C6_34,0.068
,,00365.304880,A2_44,0.063
,,00365.306720,C6_41,0.023
,,00365.308800,C6_33,0.031
,,00365.359680,B6_23,0.051
,,00365.387040,B6_41,0.023
,,00365.399280,B6_41,0.013
,,00365.416320,C6_34,0.061
,,00365.433280,B6_21,0.032
,,00365.440640,B6_24,0.034
,,00365.447520,B6_21,0.037
,,00365.457200,B6_23,0.039
,,00365.461120,B2_32,0.035
,,00365.466720,B6_23,0.065
,,00365.486320,B6_41,0.017
,,00365.569600,B6_41,0.019
,,00365.602080,A3_34,0.064
,,00365.622800,A3_44,0.041
,,00365.627600,B2_32,0.028
,,00365.641360,A3_34,0.046
,,00365.646960,A2_44,0.064
,,00365.649920,B6_41,0.027
,,00365.656240,A3_34,0.089
,,00365.658160,B6_21,0.027
,,00365.698640,B6_23,0.051
,,00365.713040,A1_43,0.065
,,00365.789040,A4_41,0.02
,,00365.803200,B6_41,0.025
,,00365.809440,A4_41,0.021
,,00365.812800,B3_44,0.063
,,00365.814240,A3_34,0.038
,,00365.821520,A3_34,0.061
,,00365.822160,A2_44,0.054
,,00365.826720,A4_41,0.02
,,00365.828560,A3_44,0.035
,,00365.828640,B6_41,0.022
,,00365.852240,A3_34,0.063
,,00365.856560,A3_44,0.042
,,00365.858400,A4_41,0.018
,,00365.884640,C6_34,0.049
,,00365.890000,A4_41,0.018
,,00365.896080,A3_34,0.043
,,00365.905680,A3_34,0.055
,,00365.915680,A4_41,0.018
,,00365.939840,A3_34,0.047
,,00365.940000,A3_32,0.038
,,00365.946000,A3_32,0.033
,,00365.946320,A4_41,0.017
,,00365.947200,A3_34,0.039
,,00365.955520,A3_34,0.073
,,00365.963360,A3_32,0.045
,,00365.963600,A3_34,0.091
,,00365.964000,A3_44,0.048
,,00365.965840,A3_34,0.066
,,00365.968160,A3_43,0.035
,,00365.973120,A3_43,0.032
,,00365.975680,A3_42,0.032
,,00365.976080,A3_34,0.042
,,00365.978880,A3_34,0.079
,,00365.984160,A3_34,0.061
,,00365.989920,A3_34,0.071
,,00366.017520,A2_44,0.054
,,00366.034640,A3_34,0.064
,,00366.035280,A3_32,0.034
,,00366.063600,A3_34,0.033
,,00366.075040,A3_34,0.072
,,00366.082000,A3_34,0.061
,,00366.088560,A3_43,0.041
,,00366.111200,A3_34,0.052
,,00366.113840,A3_34,0.031
,,00366.118880,A3_34,0.068
,,00366.127600,A1_43,0.062
,,00366.153920,B6_23,0.05
,,00366.162080,A3_34,0.059
,,00366.181200,A3_34,0.047
,,00366.189040,A3_34,0.039
,,00366.194080,D5_43,0.032
,,00366.207120,A3_34,0.05
,,00366.241920,A3_34,0.064
,,00366.255520,A3_34,0.069
,,00366.261040,A3_34,0.065
,,00366.300800,A2_44,0.063
,,00366.318160,A3_34,0.051
,,00366.350400,C6_22,0.039
,,00366.350560,C6_34,0.054
,,00366.363440,A3_34,0.036
,,00366.367360,A3_34,0.059
,,00366.392800,A3_34,0.064
,,00366.432720,A3_34,0.052
,,00366.461680,A3_34,0.057
,,00366.504880,A3_44,0.047
,,00366.509040,A3_34,0.056
,,00366.518560,C6_34,0.036
,,00366.523680,B2_32,0.033
,,00366.552960,A3_34,0.054
,,00366.588720,A3_34,0.044
,,00366.611280,B6_23,0.056
,,00366.615520,A3_34,0.047
,,00366.618880,A2_44,0.062
,,00366.652800,C6_34,0.048
,,00366.668880,B2_32,0.032
,,00366.701120,C6_22,0.036
,,00366.702080,B3_22,0.165
,,00366.709280,C6_34,0.04
,,00366.765760,C6_34,0.045
,,00366.772400,A3_34,0.055
,,00366.809120,A2_44,0.057
,,00366.816000,C6_34,0.039
,,00366.841840,C6_41,0.01
,,00366.890400,C6_34,0.053
,,00366.924560,B2_32,0.028
,,00366.974880,A2_44,0.054
,,00367.056240,A3_34,0.045
,,00367.106640,B2_32,0.039
,,00367.142080,C6_34,0.044
,,00367.194720,B2_32,0.036
,,00367.210160,B2_31,0.067
,,00367.218000,B2_31,0.061
,,00367.227440,A3_34,0.066
,,00367.258800,A3_34,0.061
,,00367.280640,B2_31,0.056
,,00367.280800,A3_34,0.067
,,00367.282080,B2_32,0.035
,,00367.293200,A2_44,0.056
,,00367.310560,B2_32,0.037
,,00367.311360,A3_34,0.058
,,00367.325600,A3_34,0.07
,,00367.328400,B2_32,0.031
,,00367.333280,B2_34,0.062
,,00367.339600,A3_34,0.059
,,00367.355360,B2_31,0.054
,,00367.358640,B2_11,0.058
,,00367.382720,A3_34,0.052
,,00367.395120,B3_22,0.155
,,00367.412640,B3_22,0.143
,,00367.413760,A3_34,0.052
,,00367.420640,B3_44,0.068
,,00367.425040,D5_43,0.036
,,00367.482800,A2_44,0.053
,,00367.525600,D5_33,0.034
,,00367.541040,D5_33,0.053
,,00367.545600,D5_13,0.028
,,00367.565760,D5_33,0.047
,,00367.582560,D5_33,0.053
,,00367.591040,D5_33,0.038
,,00367.599840,A1_43,0.052
,,00367.608560,D5_13,0.042
,,00367.624240,A3_34,0.061
,,00367.644720,D5_43,0.067
,,00367.648960,B3_22,0.159
,,00367.649760,D5_33,0.037
,,00367.651040,B3_42,0.069
,,00367.653040,D5_13,0.029
,,00367.667120,B3_22,0.131
,,00367.670720,B3_22,0.038
,,00367.696800,D5_43,0.034
,,00367.701440,B3_22,0.129
,,00367.708560,D5_43,0.05
,,00367.722240,B3_22,0.122
,,00367.722800,B3_32,0.053
,,00367.724880,B3_22,0.051
,,00367.727600,B3_42,0.033
,,00367.731760,B3_22,0.089
,,00367.733200,B3_32,0.06
,,00367.735680,B3_42,0.045
,,00367.736720,B3_22,0.04
,,00367.737680,A2_44,0.05
,,00367.752960,A1_44,0.052
,,00367.755760,B3_22,0.074
,,00367.762320,C3_12,0.145
,,00367.765200,C3_13,0.047
,,00367.765840,C3_24,0.34
,,00367.768400,C3_24,0.021
,,00367.796720,B3_22,0.134
,,00367.804080,B3_22,0.046
,,00367.807280,C3_43,0.037
,,00367.810240,C3_43,0.253
,,00367.814880,C3_43,0.035
,,00367.816560,C3_12,0.143
,,00367.820080,C3_43,0.054
,,00367.820160,C3_24,0.337
,,00367.822160,C3_14,0.06
,,00367.822960,C3_24,0.037
,,00367.823120,C3_12,0.118
,,00367.837280,C3_13,0.038
,,00367.838400,C3_24,0.336
,,00367.840320,C3_14,0.112
,,00367.840320,C3_22,0.294
,,00367.841200,C3_24,0.031
,,00367.842720,C3_22,0.026
,,00367.851760,B6_23,0.059
,,00367.867680,C3_24,0.344
,,00367.869600,C3_14,0.057
,,00367.870880,C3_24,0.034
,,00367.879840,B1_14,0.038
,,00367.880800,C3_22,0.161
,,00367.890000,B1_14,0.044
,,00367.890240,C3_22,0.263
,,00367.892480,C3_22,0.035
,,00367.898560,B1_14,0.055
,,00367.905200,B1_14,0.039
,,00367.907600,C3_14,0.068
,,00367.913600,B1_14,0.131
,,00367.915360,B1_13,0.03
,,00367.916560,B1_14,0.035
,,00367.926480,B2_32,0.034
,,00367.926880,B1_14,0.039
,,00367.936240,B1_14,0.057
,,00367.939280,B1_14,0.061
,,00367.941360,B1_43,0.037
,,00367.943760,B1_43,0.051
,,00367.949520,B1_43,0.056
,,00367.954480,B1_43,0.064
,,00367.954960,B1_14,0.038
,,00367.955520,B1_12,0.038
,,00367.956800,B1_43,0.071
,,00367.957280,B1_31,0.036
,,00367.957520,B1_14,0.081
,,00367.959120,B1_43,0.047
,,00367.960960,B1_14,0.043
,,00367.961840,B1_12,0.039
,,00367.962960,B1_43,0.035
,,00367.965200,B1_43,0.028
,,00367.965520,B1_14,0.079
,,00367.966880,B1_42,0.046
,,00367.967120,B1_22,0.037
,,00367.967920,B1_34,0.05
,,00367.968160,B1_14,0.082
,,00367.968400,B1_31,0.068
,,00367.969920,B1_43,0.047
,,00367.970480,B1_14,0.074
,,00367.970480,B1_42,0.063
,,00367.972800,B1_43,0.054
,,00367.973840,B1_34,0.041
,,00367.975120,B1_14,0.08
,,00367.975280,B1_13,0.036
,,00367.975440,B1_43,0.044
,,00367.976320,B1_12,0.032
,,00367.977680,B1_32,0.037
,,00367.978160,B1_13,0.051
,,00367.978560,B1_14,0.056
,,00367.979840,B1_31,0.051
,,00367.980560,B1_43,0.048
,,00367.981680,B1_13,0.034
,,00367.981920,B1_21,0.043
,,00367.982160,B1_44,0.026
,,00367.983120,B1_43,0.047
,,00367.984560,B1_14,0.054
,,00367.984800,B1_13,0.041
,,00367.986560,B1_43,0.036
,,00367.987360,B1_14,0.083
,,00367.989760,B1_43,0.029
,,00367.989840,B1_14,0.099
,,00367.990320,B1_42,0.043
,,00367.992080,B1_43,0.045
,,00367.992400,B1_14,0.038
,,00367.993360,B1_12,0.038
,,00367.994240,B1_34,0.037
,,00367.994480,B1_43,0.056
,,00367.995200,B1_14,0.078
,,00367.996640,B1_42,0.055
,,00367.998240,B1_43,0.086
,,00367.998720,B1_14,0.039
,,00367.999520,B1_34,0.072
,,00368.000560,B1_44,0.046
,,00368.000800,B1_43,0.069
,,00368.001440,B1_14,0.227
,,00368.002320,B1_34,0.044
,,00368.003360,B1_43,0.049
,,00368.004480,B1_14,0.035
,,00368.004640,B1_31,0.038
,,00368.006720,B1_43,0.033
,,00368.007520,B1_14,0.046
,,00368.009040,B1_12,0.04
,,00368.010320,B1_14,0.059
,,00368.011360,B1_43,0.054
,,00368.011840,B1_34,0.044
,,00368.013920,A2_44,0.063
,,00368.014000,B1_43,0.059
,,00368.019360,B1_22,0.032
,,00368.020080,B1_14,0.071
,,00368.021280,B1_21,0.036
,,00368.028080,B1_31,0.039
,,00368.028480,B1_43,0.05
,,00368.029200,B1_14,0.138
,,00368.032960,B1_14,0.046
,,00368.039360,B1_14,0.05
,,00368.040080,B1_43,0.047
,,00368.042800,B1_12,0.053
,,00368.043440,C3_22,0.249
,,00368.043920,B1_14,0.061
,,00368.044560,B1_43,0.041
,,00368.045680,C3_22,0.024
,,00368.054240,B1_43,0.042
,,00368.054640,B1_14,0.059
,,00368.062240,B1_43,0.038
,,00368.069280,B1_14,0.033
,,00368.072640,B1_14,0.039
,,00368.082320,B1_14,0.041
,,00368.083920,B1_43,0.044
,,00368.091360,B1_43,0.04
,,00368.091440,B1_14,0.042
,,00368.091520,B1_31,0.036
,,00368.091920,B1_12,0.046
,,00368.109600,B1_14,0.059
,,00368.110160,B1_43,0.031
,,00368.112960,B1_14,0.034
,,00368.119280,C3_22,0.157
,,00368.121760,B1_43,0.031
,,00368.123760,B1_31,0.034
,,00368.129360,B1_43,0.042
,,00368.131200,B1_14,0.042
,,00368.132480,B1_31,0.035
,,00368.135280,B1_14,0.066
,,00368.157360,A2_44,0.06
,,00368.172320,D5_34,0.038
,,00368.172480,B1_14,0.045
,,00368.177280,B1_14,0.053
,,00368.177440,C3_22,0.248
,,00368.179920,C3_22,0.037
,,00368.196480,B6_23,0.064
,,00368.263360,B1_14,0.044
,,00368.305120,B1_14,0.051
,,00368.307840,C3_22,0.225
,,00368.310160,C3_22,0.038
,,00368.338720,B1_14,0.035
,,00368.348160,D2_34,0.069
,,00368.353520,B1_14,0.044
,,00368.383120,B1_14,0.051
,,00368.398560,A1_43,0.058
,,00368.405920,B1_14,0.051
,,00368.430000,A2_44,0.062
,,00368.464080,B1_14,0.052
,,00368.469680,A1_43,0.061
,,00368.509600,B2_32,0.031
,,00368.513680,D2_34,0.069
,,00368.516000,D2_21,0.08
,,00368.516240,B1_14,0.04
,,00368.524240,D2_31,0.025
,,00368.532480,B3_22,0.149
,,00368.532720,D2_21,0.075
,,00368.547520,D2_21,0.074
,,00368.564400,D2_21,0.082
,,00368.570320,D2_21,0.06
,,00368.573280,B1_14,0.05
,,00368.605760,D2_34,0.075
,,00368.610800,D2_21,0.091
,,00368.630000,A2_44,0.061
,,00368.675920,B1_14,0.04
,,00368.754000,B6_23,0.053
,,00368.771920,A5_13,0.065
,,00368.780960,A5_13,0.05
,,00368.781920,B1_14,0.04
,,00368.796400,D2_34,0.051
,,00368.814640,B1_14,0.052
,,00368.827760,A2_44,0.054
,,00368.847760,B6_23,0.049
,,00368.890640,B1_14,0.05
,,00368.901120,B1_14,0.046
,,00368.977760,A5_13,0.064
,,00368.984320,A5_43,0.031
,,00368.988480,A5_13,0.053
,,00368.997520,A5_13,0.049
,,00369.045280,A5_24,0.087
,,00369.112960,B5_22,0.038
,,00369.121360,A5_13,0.064
,,00369.171840,A2_44,0.058
,,00369.216320,B1_14,0.046
,,00369.218400,B2_32,0.035
,,00369.278480,B6_23,0.057
,,00369.372080,A2_44,0.061
,,00369.376400,A1_31,0.03
,,00369.473840,B1_14,0.053
,,00369.590640,B6_23,0.058
,,00369.591440,D1_11,0.03
,,00369.601360,D1_42,0.032
,,00369.615840,A1_44,0.057
,,00369.628960,D1_42,0.036
,,00369.655440,A2_44,0.05
,,00369.876480,B3_44,0.071
,,00369.894240,A2_44,0.056
,,00369.895280,B5_12,0.056
,,00369.964880,A1_43,0.043
,,00369.980080,D3_24,0.04
,,00370.018400,B6_23,0.061
,,00370.031520,D3_24,0.036
,,00370.074640,B2_32,0.032
,,00370.167600,B6_23,0.05
,,00370.169280,A2_44,0.062
,,00370.211200,D2_21,0.029
,,00370.305200,B2_32,0.03
,,00370.369920,D2_21,0.031
,,00370.386960,D2_34,0.071
,,00370.387680,D2_23,0.035
,,00370.404720,D2_21,0.063
,,00370.436640,B3_42,0.053
,,00370.447760,D2_21,0.097
,,00370.459760,A2_44,0.056
,,00370.486240,B1_14,0.026
,,00370.616960,B6_23,0.063
,,00370.745040,A2_44,0.056
,,00370.898480,A1_43,0.061
,,00370.964960,A3_34,0.085
,,00370.994960,A2_44,0.057
,,00370.995200,A3_34,0.041
,,00371.001840,C3_22,0.276
,,00371.005600,C3_22,0.034
,,00371.009680,A3_34,0.053
,,00371.017760,A3_34,0.087
,,00371.029200,A3_34,0.057
,,00371.031600,A3_34,0.036
,,00371.037120,A3_34,0.07
,,00371.038640,A3_44,0.036
,,00371.040720,A3_34,0.04
,,00371.046240,A3_34,0.051
,,00371.056960,A3_44,0.044
,,00371.058320,A3_34,0.041
,,00371.069600,A3_34,0.067
,,00371.070320,A3_44,0.037
,,00371.074960,A3_33,0.039
,,00371.078720,A3_34,0.038
,,00371.081040,A3_34,0.033
,,00371.090960,A3_34,0.045
,,00371.098240,A3_34,0.076
,,00371.108000,A3_34,0.084
,,00371.116400,A3_24,0.025
,,00371.126880,B6_23,0.054
,,00371.146960,A3_34,0.064
,,00371.152480,B6_23,0.05
,,00371.248480,A2_44,0.059
,,00371.385600,B2_32,0.033
,,00371.512320,D6_33,0.058
,,00371.537440,D6_33,0.055
,,00371.546640,C6_33,0.046
,,00371.577920,D6_33,0.056
,,00371.598800,D6_33,0.047
,,00371.650000,D6_33,0.051
,,00371.651600,A2_44,0.061
,,00371.680640,D6_33,0.05
,,00371.703040,C3_43,0.284
,,00371.705920,C3_43,0.025
,,00371.706000,C3_14,0.06
,,00371.706480,B2_32,0.032
,,00371.708880,C3_43,0.208
,,00371.711120,C3_43,0.014
,,00371.712080,D6_33,0.041
,,00371.714560,C3_43,0.148
,,00371.717840,C3_43,0.012
,,00371.722480,C3_43,0.025
,,00371.724000,C3_14,0.057
,,00371.736560,C3_12,0.126
,,00371.738480,C3_24,0.343
,,00371.741040,C3_24,0.032
,,00371.742480,C3_43,0.064
,,00371.746960,C3_43,0.066
,,00371.750800,C3_24,0.345
,,00371.753520,C3_24,0.03
,,00371.755760,C3_13,0.031
,,00371.758640,C3_22,0.281
,,00371.761120,C3_22,0.032
,,00371.768240,C3_12,0.14
,,00371.773200,C3_43,0.059
,,00371.788000,C3_24,0.323
,,00371.790560,C3_24,0.02
,,00371.798320,C3_22,0.26
,,00371.800720,C3_22,0.031
,,00371.804560,C3_22,0.161
,,00371.805600,C3_12,0.14
,,00371.877040,C3_22,0.237
,,00371.879360,C3_22,0.04
,,00371.880400,B6_41,0.022
,,00371.899040,C3_22,0.164
,,00371.996560,A2_44,0.061
,,00372.045280,A5_13,0.066
,,00372.053680,A5_43,0.031
,,00372.060320,C3_22,0.234
,,00372.062560,C3_22,0.029
,,00372.198000,A2_44,0.059
,,00372.225520,B6_41,0.025
,,00372.407440,D5_41,0.022
,,00372.440080,A2_44,0.056
,,00372.440560,B6_23,0.053
,,00372.449680,D5_21,0.037
,,00372.481920,D5_33,0.053
,,00372.510400,D5_33,0.032
,,00372.511360,B3_44,0.059
,,00372.529760,D5_33,0.037
,,00372.543600,D5_21,0.036
,,00372.543760,D5_41,0.018
,,00372.551280,D5_43,0.049
,,00372.582400,D5_13,0.047
,,00372.588000,D5_33,0.036
,,00372.595360,D5_22,0.033
,,00372.613680,D5_43,0.04
,,00372.645120,A2_44,0.059
,,00372.768960,B6_23,0.057
,,00372.829760,B3_22,0.161
,,00372.849280,B3_44,0.059
,,00372.852880,B2_32,0.035
,,00372.892720,A2_44,0.056
,,00372.915680,A2_44,0.041
,,00372.951840,B3_32,0.055
,,00372.952000,B3_42,0.042
,,00372.952320,A2_44,0.05
,,00372.952560,B3_41,0.017
,,00372.952880,B3_22,0.04
,,00372.956800,B3_22,0.105
,,00372.957600,B3_32,0.044
,,00372.960240,B3_22,0.091
,,00372.962800,B3_22,0.055
,,00372.974320,B3_32,0.047
,,00372.975120,B3_22,0.044
,,00372.977920,B3_22,0.035
,,00372.997920,B3_22,0.04
,,00373.013520,A2_44,0.073
,,00373.030320,B3_22,0.114
,,00373.033200,B3_22,0.046
,,00373.035040,B3_42,0.062
,,00373.035280,B3_32,0.047
,,00373.042880,B3_22,0.034
,,00373.045840,A2_44,0.041
,,00373.048640,A2_44,0.086
,,00373.098240,A2_44,0.04
,,00373.201280,D2_34,0.062
,,00373.204240,A1_12,0.04
,,00373.213040,A2_44,0.056
,,00373.216240,D2_34,0.073
,,00373.232480,D2_21,0.038
,,00373.245280,B2_32,0.037
,,00373.399360,B6_23,0.048
,,00373.448160,D2_34,0.058
,,00373.593760,C3_43,0.07
,,00373.641040,B2_32,0.037
,,00373.673680,C3_43,0.074
,,00373.716320,B2_32,0.031
,,00373.921760,B2_32,0.029
,,00373.960960,B6_23,0.055
,,00373.982720,B3_22,0.161
,,00373.992720,A2_44,0.055
,,00373.999840,B3_22,0.127
,,00374.022080,A1_31,0.029
,,00374.097520,B6_23,0.052
,,00374.245680,A1_43,0.068
,,00374.257360,A1_43,0.046
,,00374.267920,A1_43,0.07
,,00374.299280,A1_41,0.012
,,00374.307440,A1_43,0.053
,,00374.316000,A1_41,0.026
,,00374.320480,A1_41,0.016
,,00374.327200,A1_41,0.02
,,00374.336320,A1_41,0.019
,,00374.338400,A1_43,0.057
,,00374.340320,A1_41,0.02
,,00374.342640,A1_41,0.013
,,00374.345520,A1_41,0.014
,,00374.347920,A1_41,0.019
,,00374.350800,A1_41,0.024
,,00374.354480,B6_23,0.063
,,00374.357040,A1_41,0.022
,,00374.361920,A1_41,0.016
,,00374.364320,A1_41,0.014
,,00374.367680,A1_41,0.014
,,00374.371040,A1_41,0.017
,,00374.373680,A1_41,0.016
,,00374.378400,A1_41,0.013
,,00374.381760,A1_41,0.017
,,00374.393280,B6_23,0.047
,,00374.393600,B2_32,0.033
,,00374.404480,A1_41,0.02
,,00374.436800,A2_44,0.063
,,00374.465680,B3_22,0.145
,,00374.501680,A3_34,0.061
,,00374.541920,A3_44,0.05
,,00374.546240,A3_34,0.06
,,00374.548720,A3_34,0.045
,,00374.583920,A3_34,0.06
,,00374.620080,A3_34,0.049
,,00374.652160,A2_44,0.058
,,00374.675120,A3_34,0.038
,,00374.819920,C2_41,0.018
,,00374.828720,C2_41,0.013
,,00374.839600,C2_43,0.054
,,00374.846560,B3_22,0.159
,,00374.846720,C2_41,0.013
,,00374.852640,C2_41,0.017
,,00374.869440,C2_41,0.012
,,00374.872640,C2_21,0.037
,,00374.881840,C2_41,0.015
,,00374.894000,B2_32,0.032
,,00374.901200,C2_21,0.044
,,00374.914160,C2_23,0.04
,,00374.926480,C2_41,0.016
,,00374.966240,B2_31,0.038
,,00374.992560,B6_23,0.058
,,00375.011120,B2_32,0.035
,,00375.017680,B2_31,0.063
,,00375.019280,A1_12,0.037
,,00375.025440,B2_31,0.053
,,00375.035120,B2_31,0.065
,,00375.069760,B6_23,0.057
,,00375.094800,A5_13,0.071
,,00375.096480,A2_44,0.062
,,00375.101200,B2_34,0.063
,,00375.112400,A5_13,0.064
,,00375.123120,B2_32,0.036
,,00375.125040,A5_13,0.069
,,00375.130080,A1_43,0.065
,,00375.140960,B2_31,0.064
,,00375.142800,B2_34,0.045
,,00375.162880,B2_32,0.027
,,00375.170320,B2_31,0.058
,,00375.185280,A5_11,0.044
,,00375.186800,B6_41,0.023
,,00375.191200,A5_43,0.027
,,00375.193200,B2_34,0.055
